,season,team,pa,hit_hr,runs_scored,rbi,hit_bb_rate,hit_k_rate,iso,bat_avg,obp,slg,woba,wrc_plus,hit_fwar,hit_hits,ops,wins,losses,saves,games,ip,era,fip,pitch_fwar,pitch_hits,runs_allowed,er,pitch_hr,pitch_bb,pitch_so,pitch_k_rate,pitch_bb_rate,whip,fp,drs,uzr,win_pct,run_diff
86,2008,TBR,6312,180,774,735,0.099,0.19399999999999998,0.162,0.26,0.34,0.42200000000000004,0.335,105,29.2,1443,0.762,97,65,52,162,1457.2,3.82,4.22,19.2,1349,671,618,166,526,1143,0.18600000000000003,0.086,1.29,0.985,15,72.6,0.5987654320987654,103
87,2008,TEX,6478,194,901,867,0.092,0.18600000000000003,0.179,0.28300000000000003,0.354,0.462,0.355,112,23.5,1619,0.816,79,83,36,162,1442.0,5.37,4.83,9.2,1647,967,860,176,625,963,0.14800000000000002,0.096,1.58,0.978,-55,-46.2,0.4876543209876543,-66
88,2008,TOR,6191,126,714,681,0.084,0.152,0.135,0.264,0.331,0.39899999999999997,0.322,94,17.3,1453,0.731,86,76,44,162,1446.2,3.49,3.81,22.3,1330,610,561,134,467,1184,0.195,0.077,1.24,0.986,54,21.8,0.5308641975308642,104
89,2008,WSN,6192,117,641,608,0.086,0.177,0.122,0.251,0.32299999999999995,0.373,0.31,84,8.5,1376,0.696,59,102,28,161,1434.0,4.66,4.71,7.9,1496,825,743,190,588,1063,0.168,0.09300000000000001,1.45,0.98,-7,1.5,0.36645962732919257,-184
90,2009,ARI,6269,173,720,686,0.091,0.207,0.165,0.253,0.324,0.418,0.324,89,17.5,1408,0.742,70,92,36,162,1447.2,4.44,4.2,13.5,1470,782,714,168,525,1158,0.185,0.084,1.38,0.98,-12,5.4,0.43209876543209874,-62
91,2009,ATL,6335,149,735,700,0.095,0.168,0.142,0.263,0.33899999999999997,0.405,0.327,97,22.2,1459,0.7440000000000001,86,76,38,162,1462.2,3.57,3.66,19.7,1399,641,581,119,530,1232,0.198,0.085,1.32,0.985,0,-19.8,0.5308641975308642,94
92,2009,BAL,6233,160,741,708,0.083,0.163,0.147,0.268,0.332,0.415,0.32799999999999996,93,11.6,1508,0.747,64,98,31,162,1429.0,5.16,5.03,6.8,1633,876,820,218,546,933,0.147,0.086,1.52,0.985,-9,-23.0,0.3950617283950617,-135
93,2009,BOS,6344,212,872,822,0.10400000000000001,0.177,0.184,0.27,0.35200000000000004,0.45399999999999996,0.35100000000000003,106,24.4,1495,0.8059999999999999,95,67,41,162,1436.2,4.35,4.14,18.5,1494,736,695,167,530,1230,0.196,0.084,1.41,0.986,-56,6.2,0.5864197530864198,136
94,2009,CHC,6244,161,707,678,0.095,0.19,0.152,0.255,0.332,0.40700000000000003,0.324,90,14.5,1398,0.738,83,78,40,161,1445.1,3.84,4.11,18.5,1329,672,617,160,586,1272,0.20600000000000002,0.095,1.32,0.983,-23,-0.2,0.515527950310559,35
95,2009,CHW,6132,184,724,695,0.087,0.16699999999999998,0.153,0.258,0.32899999999999996,0.41100000000000003,0.326,91,8.6,1410,0.74,79,83,36,162,1439.2,4.16,4.21,20.2,1438,732,665,169,507,1119,0.182,0.08199999999999999,1.35,0.981,-8,-30.1,0.4876543209876543,-8
96,2009,CIN,6187,158,673,637,0.086,0.182,0.147,0.247,0.318,0.39399999999999996,0.313,84,19.5,1349,0.7120000000000001,78,84,41,162,1458.1,4.18,4.63,8.2,1420,723,677,188,577,1069,0.171,0.092,1.37,0.985,34,48.2,0.48148148148148145,-50
97,2009,CLE,6320,161,773,730,0.092,0.192,0.153,0.264,0.33899999999999997,0.41700000000000004,0.33299999999999996,100,14.5,1468,0.7559999999999999,65,97,25,162,1434.0,5.07,4.73,9.9,1570,865,808,183,598,986,0.155,0.094,1.51,0.9840000000000001,-19,-31.6,0.4012345679012346,-92
98,2009,COL,6241,190,804,760,0.106,0.205,0.18,0.261,0.34299999999999997,0.441,0.341,96,18.9,1408,0.784,92,70,45,162,1438.1,4.24,3.96,21.0,1427,715,677,141,528,1154,0.187,0.086,1.36,0.986,12,-18.8,0.5679012345679012,89
99,2009,DET,6234,183,743,718,0.087,0.179,0.156,0.26,0.331,0.41600000000000004,0.32799999999999996,94,15.0,1443,0.747,86,77,42,163,1447.0,4.34,4.53,17.0,1449,745,698,182,594,1102,0.177,0.095,1.41,0.985,25,26.5,0.5276073619631901,-2
100,2009,HOU,6040,142,643,616,0.07400000000000001,0.16399999999999998,0.14,0.26,0.319,0.4,0.315,89,12.7,1415,0.7190000000000001,74,88,39,162,1430.0,4.54,4.35,11.6,1521,770,722,176,546,1144,0.183,0.08800000000000001,1.45,0.987,4,-4.3,0.4567901234567901,-127
101,2009,KCR,6103,144,686,657,0.075,0.179,0.146,0.259,0.318,0.405,0.318,88,2.2,1432,0.7240000000000001,65,97,34,162,1426.0,4.83,4.36,14.9,1486,842,765,166,600,1153,0.184,0.096,1.46,0.981,-104,-51.5,0.4012345679012346,-156
102,2009,LAA,6305,173,883,841,0.087,0.16699999999999998,0.156,0.285,0.35,0.441,0.34600000000000003,108,29.1,1604,0.792,97,65,51,162,1445.0,4.45,4.45,13.7,1513,761,715,180,523,1062,0.17,0.084,1.41,0.986,51,15.1,0.5987654320987654,122
103,2009,LAD,6385,145,780,739,0.095,0.16699999999999998,0.141,0.27,0.34600000000000003,0.41200000000000003,0.332,102,27.4,1511,0.758,95,67,44,162,1473.1,3.41,3.8,18.6,1265,611,559,127,584,1272,0.20600000000000002,0.094,1.25,0.986,14,-0.3,0.5864197530864198,169
104,2009,MIA,6312,159,772,727,0.09,0.19399999999999998,0.14800000000000002,0.268,0.34,0.41600000000000004,0.332,97,19.3,1493,0.7559999999999999,87,75,45,162,1446.1,4.32,4.15,14.1,1425,766,694,160,601,1248,0.198,0.095,1.4,0.982,-69,-16.1,0.5370370370370371,6
105,2009,MIL,6296,182,785,757,0.09699999999999999,0.196,0.16399999999999998,0.263,0.341,0.426,0.336,103,24.6,1447,0.767,80,82,44,162,1435.0,4.84,4.84,5.2,1498,818,772,207,607,1104,0.174,0.096,1.47,0.9840000000000001,-18,-0.8,0.49382716049382713,-33
106,2009,MIN,6346,172,817,770,0.092,0.161,0.155,0.27399999999999997,0.345,0.429,0.33799999999999997,104,22.4,1539,0.774,87,76,48,163,1453.0,4.5,4.39,12.5,1542,765,726,185,466,1052,0.168,0.07400000000000001,1.38,0.987,-52,-25.3,0.5337423312883436,52
107,2009,NYM,6159,95,671,631,0.085,0.151,0.124,0.27,0.335,0.39399999999999996,0.32,94,12.8,1472,0.7290000000000001,70,92,39,162,1426.0,4.46,4.5,10.4,1452,757,707,158,616,1031,0.16399999999999998,0.098,1.45,0.9840000000000001,14,-34.7,0.43209876543209874,-86
108,2009,NYY,6449,244,915,881,0.10300000000000001,0.157,0.19399999999999998,0.28300000000000003,0.36200000000000004,0.478,0.365,117,33.8,1604,0.8390000000000001,103,59,51,162,1450.0,4.28,4.32,19.3,1386,753,689,181,574,1260,0.20199999999999999,0.092,1.35,0.985,-22,-4.7,0.6358024691358025,162
109,2009,OAK,6247,135,759,723,0.084,0.16699999999999998,0.135,0.262,0.32799999999999996,0.397,0.32,94,14.6,1464,0.726,75,87,38,162,1447.1,4.29,4.1,18.0,1486,761,690,156,523,1124,0.18,0.084,1.39,0.983,-34,-9.1,0.46296296296296297,-2
110,2009,PHI,6338,224,820,788,0.09300000000000001,0.182,0.18899999999999997,0.258,0.33399999999999996,0.447,0.33899999999999997,103,32.0,1439,0.7809999999999999,93,69,44,162,1455.2,4.16,4.36,12.4,1479,709,673,189,489,1153,0.184,0.078,1.35,0.987,7,26.9,0.5740740740740741,111
111,2009,PIT,6058,125,636,612,0.08199999999999999,0.18899999999999997,0.135,0.252,0.318,0.387,0.31,86,10.5,1364,0.705,62,99,28,161,1418.1,4.59,4.48,12.6,1491,768,724,152,563,919,0.15,0.092,1.45,0.988,45,29.7,0.38509316770186336,-132
112,2009,SDP,6179,141,638,605,0.095,0.191,0.138,0.242,0.321,0.381,0.309,93,15.5,1315,0.701,75,87,45,162,1450.2,4.37,4.3,11.1,1422,769,705,167,603,1187,0.18899999999999997,0.096,1.4,0.9840000000000001,-6,-8.6,0.46296296296296297,-131
113,2009,SEA,6113,160,640,613,0.069,0.179,0.14400000000000002,0.258,0.314,0.402,0.313,89,16.8,1430,0.716,85,77,49,162,1452.2,3.87,4.39,17.5,1359,692,625,172,534,1043,0.16899999999999998,0.087,1.3,0.982,80,86.0,0.5246913580246914,-52
114,2009,SFG,6057,122,657,612,0.065,0.191,0.132,0.257,0.309,0.389,0.305,83,16.6,1411,0.6990000000000001,88,74,41,162,1446.0,3.55,3.85,19.7,1268,611,571,140,584,1302,0.213,0.096,1.28,0.985,17,56.3,0.5432098765432098,46
115,2009,STL,6168,160,730,694,0.086,0.16899999999999998,0.152,0.263,0.332,0.415,0.325,98,24.2,1436,0.747,91,71,43,162,1440.2,3.66,3.82,17.5,1407,640,586,123,460,1049,0.172,0.076,1.3,0.985,34,-21.2,0.5617283950617284,90
116,2009,TBR,6223,199,803,765,0.10300000000000001,0.19699999999999998,0.177,0.263,0.34299999999999997,0.439,0.342,109,35.1,1434,0.782,84,78,41,162,1427.1,4.36,4.37,12.4,1421,754,691,183,515,1125,0.183,0.084,1.36,0.983,41,49.3,0.5185185185185185,49
117,2009,TEX,6127,224,784,748,0.077,0.205,0.185,0.26,0.32,0.445,0.331,92,19.0,1436,0.764,87,75,45,162,1434.2,4.38,4.49,14.9,1432,740,699,171,531,1016,0.165,0.086,1.37,0.982,19,26.9,0.5370370370370371,44
118,2009,TOR,6362,209,798,766,0.086,0.162,0.174,0.266,0.33299999999999996,0.44,0.337,101,19.5,1516,0.773,75,87,25,162,1451.0,4.47,4.35,15.6,1509,771,720,181,551,1181,0.188,0.08800000000000001,1.42,0.988,46,-40.8,0.46296296296296297,27
119,2009,WSN,6273,156,710,685,0.098,0.193,0.14800000000000002,0.258,0.337,0.406,0.327,96,15.1,1416,0.743,59,103,33,162,1424.1,5.02,4.82,4.9,1533,874,794,173,629,911,0.14300000000000002,0.099,1.52,0.977,-36,-36.4,0.36419753086419754,-164
120,2010,ARI,6183,180,713,691,0.095,0.247,0.166,0.25,0.325,0.41600000000000004,0.325,93,21.8,1366,0.74,65,97,35,162,1432.0,4.81,4.76,2.7,1503,836,765,210,548,1070,0.171,0.08800000000000001,1.43,0.983,15,53.7,0.4012345679012346,-123
121,2010,ATL,6252,139,738,699,0.10099999999999999,0.182,0.14300000000000002,0.258,0.33899999999999997,0.401,0.327,100,23.6,1411,0.74,91,71,41,162,1439.1,3.57,3.65,15.6,1326,629,571,126,505,1241,0.205,0.083,1.27,0.98,26,-33.2,0.5617283950617284,109
122,2010,BAL,6109,133,613,577,0.069,0.17300000000000001,0.127,0.259,0.316,0.386,0.31,87,9.6,1440,0.7020000000000001,66,96,35,162,1436.1,4.59,4.57,9.8,1508,785,733,186,520,1007,0.161,0.083,1.41,0.982,-13,-14.6,0.4074074074074074,-172
123,2010,BOS,6356,211,818,782,0.092,0.179,0.183,0.268,0.33899999999999997,0.451,0.345,109,24.9,1511,0.79,89,73,44,162,1456.2,4.19,4.08,15.7,1402,744,678,152,580,1207,0.193,0.09300000000000001,1.36,0.982,0,-18.8,0.5493827160493827,74
124,2010,CHC,6140,149,685,658,0.078,0.201,0.145,0.257,0.32,0.401,0.318,90,13.8,1414,0.721,75,87,40,162,1436.2,4.24,4.11,13.8,1409,767,677,154,605,1268,0.201,0.096,1.4,0.9790000000000001,-46,-5.8,0.46296296296296297,-82
125,2010,CHW,6118,177,752,710,0.076,0.151,0.152,0.268,0.332,0.42,0.332,100,15.7,1467,0.752,88,74,43,162,1446.1,4.09,3.8,24.0,1471,704,658,136,490,1149,0.18600000000000003,0.079,1.36,0.983,-56,-41.8,0.5432098765432098,48
126,2010,CIN,6285,188,790,761,0.083,0.19399999999999998,0.16399999999999998,0.272,0.33799999999999997,0.436,0.34,106,35.7,1515,0.774,91,71,43,162,1453.0,4.02,4.12,12.8,1404,685,649,158,524,1130,0.183,0.085,1.33,0.988,43,37.9,0.5617283950617284,105
127,2010,CLE,6165,128,646,601,0.08800000000000001,0.192,0.13,0.248,0.322,0.37799999999999995,0.311,94,11.0,1362,0.7,69,93,34,162,1433.0,4.3,4.4,9.7,1477,752,684,147,572,967,0.155,0.092,1.43,0.982,-3,-33.8,0.42592592592592593,-106
128,2010,COL,6265,173,770,741,0.09300000000000001,0.203,0.162,0.263,0.336,0.425,0.33299999999999996,91,13.5,1452,0.76,83,79,35,162,1442.0,4.14,3.83,21.6,1405,717,663,139,525,1234,0.201,0.085,1.34,0.9840000000000001,28,-30.6,0.5123456790123457,53
129,2010,DET,6312,152,751,717,0.087,0.182,0.147,0.268,0.335,0.415,0.33,102,23.6,1515,0.75,81,81,32,162,1444.1,4.29,4.14,18.0,1445,743,688,142,537,1056,0.17,0.087,1.37,0.982,-5,26.3,0.5,8
130,2010,HOU,6005,108,611,577,0.069,0.171,0.115,0.247,0.303,0.36200000000000004,0.295,79,5.4,1348,0.665,76,86,45,162,1439.1,4.09,3.89,15.5,1446,729,654,140,548,1210,0.195,0.08800000000000001,1.39,0.983,-27,-14.3,0.4691358024691358,-118
131,2010,KCR,6209,121,676,640,0.076,0.146,0.126,0.27399999999999997,0.331,0.39899999999999997,0.32299999999999995,98,9.9,1534,0.73,67,95,44,162,1436.2,4.97,4.48,9.3,1553,845,794,176,551,1035,0.163,0.087,1.46,0.98,-96,-55.5,0.41358024691358025,-169
132,2010,LAA,6089,155,681,656,0.077,0.17600000000000002,0.142,0.248,0.311,0.39,0.31,94,14.1,1363,0.7020000000000001,80,82,39,162,1449.1,4.04,4.11,13.5,1422,702,651,148,565,1130,0.18100000000000002,0.09,1.37,0.981,-4,-0.9,0.49382716049382713,-21
133,2010,LAD,6140,120,667,621,0.087,0.193,0.127,0.252,0.322,0.379,0.309,92,13.3,1368,0.7,80,82,41,162,1441.2,4.01,3.76,16.8,1323,692,643,134,539,1274,0.207,0.08800000000000001,1.29,0.9840000000000001,-58,-36.1,0.49382716049382713,-25
134,2010,MIA,6194,152,719,686,0.083,0.222,0.149,0.254,0.321,0.40299999999999997,0.318,92,15.9,1403,0.7240000000000001,80,82,39,162,1438.1,4.09,3.92,16.1,1433,717,654,134,549,1168,0.188,0.08800000000000001,1.38,0.9790000000000001,-40,-17.9,0.49382716049382713,2
135,2010,MIL,6304,182,750,710,0.087,0.193,0.161,0.262,0.335,0.424,0.33399999999999996,104,30.0,1471,0.759,77,85,35,162,1439.0,4.59,4.21,7.4,1487,804,734,173,582,1258,0.19899999999999998,0.092,1.44,0.983,20,-6.3,0.47530864197530864,-54
136,2010,MIN,6257,142,781,749,0.08900000000000001,0.155,0.14800000000000002,0.273,0.341,0.42200000000000004,0.335,106,27.8,1521,0.762,94,68,40,162,1452.2,3.95,3.91,17.3,1493,671,638,155,383,1048,0.172,0.063,1.29,0.987,-2,28.1,0.5802469135802469,110
137,2010,NYM,6144,128,656,625,0.08199999999999999,0.17800000000000002,0.134,0.249,0.314,0.38299999999999995,0.307,89,15.1,1361,0.6970000000000001,79,83,36,162,1453.0,3.73,4.0,14.1,1438,652,602,135,545,1106,0.177,0.087,1.36,0.986,39,9.6,0.4876543209876543,4
138,2010,NYY,6379,201,859,823,0.10400000000000001,0.17800000000000002,0.16899999999999998,0.267,0.35,0.436,0.34600000000000003,112,31.2,1485,0.7859999999999999,95,67,39,162,1442.1,4.06,4.34,16.4,1349,693,650,179,540,1154,0.18899999999999997,0.08800000000000001,1.31,0.988,29,25.1,0.5864197530864198,166
139,2010,OAK,6117,109,663,619,0.086,0.17300000000000001,0.122,0.256,0.324,0.37799999999999995,0.313,95,20.3,1396,0.7020000000000001,81,81,38,162,1431.2,3.58,4.13,13.7,1315,626,570,153,512,1070,0.17800000000000002,0.085,1.28,0.9840000000000001,73,25.0,0.5,37
140,2010,PHI,6291,166,772,736,0.08900000000000001,0.16899999999999998,0.153,0.26,0.332,0.413,0.327,99,23.1,1451,0.745,97,65,40,162,1456.1,3.68,3.93,16.6,1402,640,596,168,416,1183,0.19399999999999998,0.068,1.25,0.986,-2,-6.5,0.5987654320987654,132
141,2010,PIT,5974,126,587,570,0.078,0.20199999999999999,0.131,0.242,0.304,0.373,0.3,84,1.4,1303,0.6779999999999999,57,105,31,162,1411.2,5.0,4.45,6.4,1567,866,785,167,538,1026,0.163,0.085,1.49,0.9790000000000001,-81,-57.7,0.35185185185185186,-279
142,2010,SDP,6148,132,665,630,0.08800000000000001,0.192,0.125,0.24600000000000002,0.317,0.371,0.304,92,23.6,1338,0.6890000000000001,90,72,49,162,1456.1,3.41,3.66,16.3,1305,581,551,139,517,1295,0.214,0.085,1.25,0.988,70,45.4,0.5555555555555556,84
143,2010,SEA,5989,101,513,485,0.077,0.198,0.10400000000000001,0.23600000000000002,0.298,0.33899999999999997,0.285,79,2.2,1274,0.637,61,101,38,162,1438.0,3.95,4.17,15.7,1402,698,631,157,452,973,0.16,0.07400000000000001,1.29,0.982,2,15.3,0.3765432098765432,-185
144,2010,SFG,6143,162,697,660,0.079,0.179,0.151,0.257,0.321,0.408,0.32,98,25.8,1411,0.7290000000000001,92,70,57,162,1461.0,3.36,3.74,18.4,1279,583,546,134,578,1331,0.21600000000000003,0.094,1.27,0.988,23,56.5,0.5679012345679012,114
145,2010,STL,6241,150,736,689,0.087,0.165,0.139,0.263,0.332,0.402,0.322,99,25.0,1456,0.733,86,76,32,162,1453.2,3.57,3.85,11.4,1412,641,577,133,477,1094,0.17800000000000002,0.078,1.3,0.9840000000000001,53,-10.0,0.5308641975308642,95
146,2010,TBR,6270,160,802,769,0.107,0.20600000000000002,0.156,0.247,0.33299999999999996,0.40299999999999997,0.326,106,30.7,1343,0.736,96,66,51,162,1453.2,3.78,4.09,16.3,1347,649,611,175,478,1189,0.195,0.078,1.26,0.986,22,33.5,0.5925925925925926,153
147,2010,TEX,6302,162,787,740,0.081,0.156,0.14300000000000002,0.276,0.33799999999999997,0.419,0.33299999999999996,98,21.8,1556,0.757,90,72,46,162,1455.1,3.93,4.17,19.3,1355,687,636,162,551,1181,0.19,0.08900000000000001,1.31,0.982,-21,25.5,0.5555555555555556,100
148,2010,TOR,6072,257,755,732,0.078,0.192,0.20600000000000002,0.248,0.312,0.45399999999999996,0.33399999999999996,105,23.7,1364,0.7659999999999999,85,77,45,162,1440.2,4.23,4.04,15.3,1407,728,677,150,539,1184,0.192,0.087,1.35,0.985,7,-0.9,0.5246913580246914,27
149,2010,WSN,6100,149,655,634,0.08199999999999999,0.2,0.14,0.25,0.318,0.39,0.313,90,16.6,1355,0.708,69,93,37,162,1435.0,4.13,4.12,10.4,1469,742,659,151,512,1068,0.172,0.08199999999999999,1.38,0.9790000000000001,-2,1.6,0.42592592592592593,-87
150,2011,ARI,6096,172,731,702,0.087,0.205,0.163,0.25,0.322,0.413,0.322,97,30.5,1357,0.736,94,68,58,162,1443.1,3.8,4.02,11.8,1414,662,609,159,442,1058,0.17300000000000001,0.07200000000000001,1.29,0.985,57,60.6,0.5802469135802469,69
151,2011,ATL,6169,173,641,606,0.08199999999999999,0.204,0.14400000000000002,0.243,0.308,0.387,0.306,91,18.5,1345,0.695,89,73,52,162,1479.2,3.49,3.49,14.2,1332,605,573,125,521,1332,0.214,0.084,1.25,0.987,23,-19.2,0.5493827160493827,36
152,2011,BAL,6156,191,708,684,0.073,0.182,0.156,0.257,0.316,0.413,0.32,96,12.3,1434,0.7290000000000001,69,93,32,162,1446.2,4.92,4.67,4.9,1568,860,791,210,535,1044,0.165,0.084,1.45,0.982,1,-60.1,0.42592592592592593,-152
153,2011,BOS,6414,203,875,842,0.09,0.17300000000000001,0.18100000000000002,0.28,0.349,0.461,0.35200000000000004,117,36.3,1600,0.81,90,72,36,162,1457.1,4.2,4.05,14.3,1366,737,680,156,540,1213,0.19399999999999998,0.087,1.31,0.985,18,44.0,0.5555555555555556,138
154,2011,CHC,6130,148,654,610,0.069,0.196,0.14400000000000002,0.256,0.314,0.401,0.314,91,14.3,1423,0.715,71,91,40,162,1434.1,4.34,4.11,11.0,1439,756,692,162,580,1224,0.195,0.09300000000000001,1.41,0.978,-34,-7.7,0.4382716049382716,-102
155,2011,CHW,6159,154,654,625,0.077,0.161,0.136,0.252,0.319,0.38799999999999996,0.312,90,11.7,1387,0.706,79,83,42,162,1460.0,4.1,3.66,23.2,1463,706,665,147,439,1220,0.19699999999999998,0.071,1.3,0.987,-8,-6.0,0.4876543209876543,-52
156,2011,CIN,6329,183,735,697,0.085,0.198,0.152,0.256,0.326,0.408,0.322,99,29.4,1438,0.7340000000000001,79,83,39,162,1467.2,4.16,4.37,6.2,1414,720,678,185,539,1112,0.17800000000000002,0.086,1.33,0.985,61,38.5,0.4876543209876543,15
157,2011,CLE,6142,154,704,671,0.08,0.207,0.146,0.25,0.317,0.396,0.314,99,9.3,1380,0.7140000000000001,80,82,38,162,1453.1,4.24,4.06,17.7,1482,760,685,153,463,1024,0.16399999999999998,0.07400000000000001,1.34,0.982,-29,-42.2,0.49382716049382713,-56
158,2011,COL,6275,163,735,697,0.08800000000000001,0.191,0.152,0.258,0.32899999999999996,0.41,0.324,88,11.7,1429,0.7390000000000001,73,89,41,162,1447.2,4.44,4.24,13.6,1471,774,714,176,522,1118,0.18,0.084,1.38,0.9840000000000001,23,-7.8,0.4506172839506173,-39
159,2011,DET,6231,169,787,750,0.084,0.183,0.157,0.27699999999999997,0.34,0.434,0.337,109,23.1,1540,0.773,95,67,52,162,1440.0,4.04,3.96,16.7,1406,711,647,149,492,1115,0.183,0.081,1.32,0.983,12,-4.8,0.5864197530864198,76
160,2011,HOU,6150,95,615,579,0.065,0.18899999999999997,0.11599999999999999,0.258,0.311,0.374,0.301,88,13.3,1442,0.684,56,106,25,162,1435.0,4.51,4.35,5.6,1477,796,719,188,560,1191,0.19,0.08900000000000001,1.42,0.981,12,-12.4,0.345679012345679,-181
161,2011,KCR,6267,129,730,705,0.071,0.161,0.14,0.275,0.32899999999999996,0.415,0.325,101,19.8,1560,0.7440000000000001,71,91,37,162,1451.1,4.45,4.27,10.7,1487,762,717,163,557,1080,0.172,0.08900000000000001,1.41,0.985,16,-1.6,0.4382716049382716,-32
162,2011,LAA,6088,155,667,629,0.073,0.17800000000000002,0.149,0.253,0.313,0.402,0.313,98,23.8,1394,0.7140000000000001,86,76,39,162,1465.0,3.57,3.89,15.0,1388,633,581,142,476,1058,0.17300000000000001,0.078,1.27,0.985,29,41.8,0.5308641975308642,34
163,2011,LAD,6094,117,644,613,0.08199999999999999,0.17800000000000002,0.11800000000000001,0.257,0.322,0.375,0.307,95,19.6,1395,0.6970000000000001,82,79,40,161,1432.0,3.56,3.61,20.0,1287,612,567,132,507,1265,0.21100000000000002,0.085,1.25,0.986,-1,7.6,0.5093167701863354,32
164,2011,MIA,6232,149,625,596,0.087,0.2,0.142,0.247,0.318,0.38799999999999996,0.311,92,13.7,1358,0.706,72,90,40,162,1459.2,3.95,3.79,15.3,1403,702,641,149,500,1218,0.196,0.081,1.3,0.985,-69,-14.0,0.4444444444444444,-77
165,2011,MIL,6113,185,721,693,0.079,0.177,0.16399999999999998,0.261,0.325,0.425,0.327,103,30.5,1422,0.75,96,66,47,162,1441.2,3.64,3.59,16.8,1348,638,583,147,440,1257,0.20800000000000002,0.073,1.24,0.982,32,18.1,0.5925925925925926,83
166,2011,MIN,6020,103,619,572,0.073,0.174,0.113,0.247,0.306,0.36,0.29600000000000004,82,4.3,1357,0.6659999999999999,63,99,32,162,1421.2,4.6,4.3,7.7,1564,804,726,161,480,940,0.151,0.077,1.44,0.98,-53,-12.8,0.3888888888888889,-185
167,2011,NYM,6335,108,718,676,0.09,0.171,0.127,0.264,0.335,0.391,0.319,102,17.2,1477,0.725,77,85,43,162,1448.0,4.19,4.0,11.9,1482,742,674,147,514,1126,0.17800000000000002,0.081,1.38,0.981,-60,-61.9,0.47530864197530864,-24
168,2011,NYY,6306,222,867,836,0.099,0.18,0.18100000000000002,0.263,0.34299999999999997,0.444,0.345,113,37.0,1452,0.7879999999999999,97,65,47,162,1458.1,3.73,3.87,17.3,1423,657,605,152,507,1222,0.19699999999999998,0.08199999999999999,1.32,0.983,19,23.8,0.5987654320987654,210
169,2011,OAK,6104,114,645,612,0.083,0.179,0.125,0.244,0.311,0.369,0.301,89,7.5,1330,0.68,74,88,39,162,1447.2,3.71,3.8,18.0,1380,679,597,136,519,1160,0.188,0.084,1.31,0.9790000000000001,-41,-22.8,0.4567901234567901,-34
170,2011,PHI,6279,153,713,693,0.086,0.163,0.142,0.253,0.32299999999999995,0.395,0.315,96,19.0,1409,0.7170000000000001,102,60,47,162,1477.0,3.02,3.24,29.5,1320,529,496,120,404,1299,0.214,0.067,1.17,0.988,-56,-4.9,0.6296296296296297,184
171,2011,PIT,6064,107,610,580,0.081,0.21600000000000003,0.12300000000000001,0.244,0.309,0.368,0.299,88,6.7,1325,0.6759999999999999,72,90,43,162,1449.1,4.05,4.2,8.5,1513,712,652,152,535,1031,0.163,0.085,1.41,0.982,-40,-18.2,0.4444444444444444,-102
172,2011,SDP,6074,91,593,563,0.08199999999999999,0.217,0.11199999999999999,0.237,0.305,0.349,0.29,86,15.0,1284,0.653,71,91,44,162,1449.1,3.43,3.73,15.1,1324,611,552,125,521,1139,0.188,0.086,1.27,0.985,32,22.0,0.4382716049382716,-18
173,2011,SEA,5972,109,556,534,0.073,0.214,0.115,0.233,0.292,0.348,0.28300000000000003,80,3.9,1263,0.64,67,95,39,162,1433.0,3.91,3.84,17.4,1369,675,623,145,436,1088,0.18100000000000002,0.07200000000000001,1.26,0.982,-4,9.1,0.41358024691358025,-119
174,2011,SFG,6091,121,570,534,0.07400000000000001,0.184,0.126,0.242,0.303,0.368,0.295,88,18.1,1327,0.6709999999999999,86,76,52,162,1468.0,3.21,3.33,17.3,1260,578,523,96,559,1316,0.215,0.091,1.24,0.983,29,5.0,0.5308641975308642,-8
175,2011,STL,6242,162,762,726,0.087,0.157,0.151,0.273,0.341,0.425,0.33399999999999996,112,29.6,1513,0.7659999999999999,90,72,47,162,1462.0,3.79,3.75,12.0,1461,692,615,136,448,1098,0.177,0.07200000000000001,1.31,0.982,-5,-34.7,0.5555555555555556,70
176,2011,TBR,6152,172,707,674,0.09300000000000001,0.19399999999999998,0.159,0.244,0.322,0.402,0.319,103,27.7,1324,0.7240000000000001,91,71,32,162,1449.0,3.58,4.03,16.8,1263,614,577,161,504,1143,0.19,0.084,1.22,0.988,65,57.3,0.5617283950617284,93
177,2011,TEX,6261,210,855,807,0.076,0.149,0.177,0.28300000000000003,0.34,0.46,0.34700000000000003,112,33.9,1599,0.8,96,66,38,162,1441.1,3.79,3.98,19.2,1327,677,607,170,461,1179,0.196,0.077,1.24,0.981,-5,30.3,0.5925925925925926,178
178,2011,TOR,6210,186,743,704,0.085,0.191,0.16399999999999998,0.249,0.317,0.413,0.319,97,15.6,1384,0.73,81,81,33,162,1458.2,4.33,4.29,10.7,1433,761,701,179,540,1169,0.18600000000000003,0.086,1.35,0.982,-6,-14.5,0.5,-18
179,2011,WSN,6090,154,624,594,0.077,0.217,0.14,0.242,0.309,0.38299999999999995,0.305,89,16.6,1319,0.691,80,81,49,161,1449.1,3.58,3.83,11.6,1403,643,577,129,477,1049,0.171,0.078,1.3,0.983,24,-11.8,0.4968944099378882,-19
180,2012,ARI,6150,165,734,710,0.08800000000000001,0.20600000000000002,0.159,0.259,0.32799999999999996,0.418,0.32299999999999995,97,21.7,1416,0.746,81,81,39,162,1433.2,3.94,3.81,15.3,1432,688,628,155,417,1200,0.198,0.069,1.29,0.985,32,-1.2,0.5,46
